Alias	UniprotID	PFAM_domain	E-value_domain	Domain_description	Target_name	From_coordinate	To_coordinate	E-value_full_sequence	c-Evalue_domain	i-Evalue_domain	Description	Target_uniprot
SugR|Q8NP84	Q8NP84	PfkB	2.0	pfkB family carbohydrate kinase	AAT83443.1	163	276	4.7e-08	3e-10	6.8e-08	 -	Q6A721
SugR|Q8NP84	Q8NP84	PfkB	0.00094	pfkB family carbohydrate kinase	AAT81901.1	23	303	1.1999999999999999e-35	6.100000000000001e-38	1.4e-35	 -	Q6ABG5
SugR|Q8NP84	Q8NP84	PfkB	2.0	pfkB family carbohydrate kinase	AAT81901.1	23	303	1.1999999999999999e-35	6.100000000000001e-38	1.4e-35	 -	Q6ABG5
SugR|Q8NP84	Q8NP84	PfkB	0.00094	pfkB family carbohydrate kinase	AAT82974.1	128	247	4e-10	2.7e-12	6.1e-10	 -	Q6A8E1
SugR|Q8NP84	Q8NP84	PfkB	2.0	pfkB family carbohydrate kinase	AAT82974.1	128	247	4e-10	2.7e-12	6.1e-10	 -	Q6A8E1
SugR|Q8NP84	Q8NP84	PfkB	0.00094	pfkB family carbohydrate kinase	AAT82639.1	6	298	3.9e-23	2.1999999999999997e-25	5e-23	 -	Q6A9C7
SugR|Q8NP84	Q8NP84	PfkB	2.0	pfkB family carbohydrate kinase	AAT82639.1	6	298	3.9e-23	2.1999999999999997e-25	5e-23	 -	Q6A9C7
SYCRP1|A0A068N0W4	A0A068N0W4	cNMP_binding	1.1e-19	Cyclic nucleotide-binding domain	AAT81984.1	35	121	6.9e-18	5.5e-21	1.3e-17	 -	Q6AB82
SYCRP1|A0A068N0W4	A0A068N0W4	HTH_Crp_2	1.6e-12	Crp-like helix-turn-helix domain	AAT81984.1	156	229	2.4e-16	2.1e-18	4.9e-16	 -	Q6AB82
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82775.1	43	83	4e-05	9.7e-07	8.9e-05	 -	Q6A8Z1
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82775.1	43	83	4e-05	9.7e-07	8.9e-05	 -	Q6A8Z1
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83897.1	7	33	0.00012	5.3e-06	0.00049	 -	Q6A5R6
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83897.1	7	33	0.00012	5.3e-06	0.00049	 -	Q6A5R6
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82432.1	28	60	1.3e-06	3.4e-08	3.1e-06	 -	Q6A9Y4
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82432.1	28	60	1.3e-06	3.4e-08	3.1e-06	 -	Q6A9Y4
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83775.1	32	82	2.2e-06	9.3e-08	8.5e-06	 -	Q6A638
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83775.1	127	142	2.2e-06	8.1	750.0	 -	Q6A638
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83775.1	285	297	2.2e-06	5.0	460.0	 -	Q6A638
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83775.1	32	82	2.2e-06	9.3e-08	8.5e-06	 -	Q6A638
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83775.1	127	142	2.2e-06	8.1	750.0	 -	Q6A638
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83775.1	285	297	2.2e-06	5.0	460.0	 -	Q6A638
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82969.1	17	63	1.3e-07	2.4e-09	2.2e-07	 -	Q6A8E6
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82969.1	17	63	1.3e-07	2.4e-09	2.2e-07	 -	Q6A8E6
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT81851.1	25	67	5.1e-05	1.4e-06	0.00013	 -	Q6ABN1
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT81851.1	89	101	5.1e-05	8.8	810.0	 -	Q6ABN1
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT81851.1	25	67	5.1e-05	1.4e-06	0.00013	 -	Q6ABN1
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT81851.1	89	101	5.1e-05	8.8	810.0	 -	Q6ABN1
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83370.1	66	125	3.1e-13	7.1e-15	6.5e-13	 -	Q6A795
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83370.1	66	125	3.1e-13	7.1e-15	6.5e-13	 -	Q6A795
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82259.1	1	40	6.2e-06	2.7e-07	2.5e-05	 -	Q6AAF7
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82259.1	60	67	6.2e-06	4.0	370.0	 -	Q6AAF7
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82259.1	1	40	6.2e-06	2.7e-07	2.5e-05	 -	Q6AAF7
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82259.1	60	67	6.2e-06	4.0	370.0	 -	Q6AAF7
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT81844.1	23	68	1.1e-09	3.2e-11	3e-09	 -	Q6ABP0
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT81844.1	23	68	1.1e-09	3.2e-11	3e-09	 -	Q6ABP0
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83921.1	11	56	3.3e-06	9.5e-08	8.8e-06	 -	Q6A5P2
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83921.1	11	56	3.3e-06	9.5e-08	8.8e-06	 -	Q6A5P2
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82281.1	44	54	2.2e-15	2.4	220.0	 -	Q6AAD5
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82281.1	64	124	2.2e-15	1.1e-16	1e-14	 -	Q6AAD5
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82281.1	44	54	2.2e-15	2.4	220.0	 -	Q6AAD5
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82281.1	64	124	2.2e-15	1.1e-16	1e-14	 -	Q6AAD5
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83674.1	24	66	0.00049	1.4e-05	0.0013	 -	Q6A6D9
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83674.1	351	372	0.00049	3.4	310.0	 -	Q6A6D9
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83674.1	24	66	0.00049	1.4e-05	0.0013	 -	Q6A6D9
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83674.1	351	372	0.00049	3.4	310.0	 -	Q6A6D9
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82978.1	37	79	2.6e-07	6.6e-09	6.1e-07	 -	Q6A8D7
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82978.1	37	79	2.6e-07	6.6e-09	6.1e-07	 -	Q6A8D7
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82237.1	21	60	7.5e-09	1.9e-10	1.7e-08	 -	Q6AAH9
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82237.1	21	60	7.5e-09	1.9e-10	1.7e-08	 -	Q6AAH9
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82633.1	27	83	6.4e-11	1.1e-12	1e-10	 -	Q6A9D3
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82633.1	27	83	6.4e-11	1.1e-12	1e-10	 -	Q6A9D3
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83295.1	32	75	1.2e-09	3.7e-11	3.4e-09	 -	Q6A7H0
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83295.1	113	126	1.2e-09	7.9	730.0	 -	Q6A7H0
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83295.1	156	168	1.2e-09	6.2	570.0	 -	Q6A7H0
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83295.1	32	75	1.2e-09	3.7e-11	3.4e-09	 -	Q6A7H0
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83295.1	113	126	1.2e-09	7.9	730.0	 -	Q6A7H0
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83295.1	156	168	1.2e-09	6.2	570.0	 -	Q6A7H0
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82334.1	97	156	6.6e-09	1.5e-10	1.4e-08	 -	Q6AA82
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82334.1	97	156	6.6e-09	1.5e-10	1.4e-08	 -	Q6AA82
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82207.1	50	77	4.1e-05	1.2e-06	0.00011	 -	Q6AAK9
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82207.1	50	77	4.1e-05	1.2e-06	0.00011	 -	Q6AAK9
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82965.1	86	123	2.8e-06	1.4e-07	1.3e-05	 -	Q6A8F0
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82965.1	155	168	2.8e-06	3.1	280.0	 -	Q6A8F0
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82965.1	86	123	2.8e-06	1.4e-07	1.3e-05	 -	Q6A8F0
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82965.1	155	168	2.8e-06	3.1	280.0	 -	Q6A8F0
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT81984.1	180	217	4.7e-05	1.7e-06	0.00016	 -	Q6AB82
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT81984.1	180	217	4.7e-05	1.7e-06	0.00016	 -	Q6AB82
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82149.1	16	59	1.2e-07	4.9e-09	4.5e-07	 -	Q6AAR7
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82149.1	173	183	1.2e-07	9.2	850.0	 -	Q6AAR7
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82149.1	16	59	1.2e-07	4.9e-09	4.5e-07	 -	Q6AAR7
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82149.1	173	183	1.2e-07	9.2	850.0	 -	Q6AAR7
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83958.1	54	113	1.6e-10	3.3e-12	3e-10	 -	Q6A5K5
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83958.1	54	113	1.6e-10	3.3e-12	3e-10	 -	Q6A5K5
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT84012.1	21	52	0.0001	2.7e-06	0.00024	 -	Q6A5F1
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT84012.1	21	52	0.0001	2.7e-06	0.00024	 -	Q6A5F1
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT83955.1	48	105	3e-12	9e-14	8.3e-12	 -	Q6A5K8
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT83955.1	48	105	3e-12	9e-14	8.3e-12	 -	Q6A5K8
TamR|Q9K3T1	Q9K3T1	MarR_2	4100.0	MarR family	AAT82634.1	22	54	6.6e-06	2e-07	1.8e-05	 -	Q6A9D2
TamR|Q9K3T1	Q9K3T1	MarR_2	3.5e-15	MarR family	AAT82634.1	22	54	6.6e-06	2e-07	1.8e-05	 -	Q6A9D2
TcaR|D4FKD2	D4FKD2	MarR_2	6.3e-11	MarR family	AAT82978.1	37	79	2.6e-07	6.6e-09	6.1e-07	 -	Q6A8D7
TcaR|D4FKD2	D4FKD2	HTH_20	16000.0	Helix-turn-helix domain	AAT82978.1	21	79	9.4e-10	2.8e-12	1.1e-09	 -	Q6A8D7
TcaR|D4FKD2	D4FKD2	HTH_20	16000.0	Helix-turn-helix domain	AAT82978.1	93	111	9.4e-10	1.2	450.0	 -	Q6A8D7
TcaR|D4FKD2	D4FKD2	HTH_27	20000.0	Winged helix DNA-binding domain	AAT82978.1	33	85	0.00046	1.9e-05	0.0086	 -	Q6A8D7
TcaR|D4FKD2	D4FKD2	HTH_27	20000.0	Winged helix DNA-binding domain	AAT82978.1	103	119	0.00046	0.092	42.0	 -	Q6A8D7
TcmR|A0A089XGZ4	A0A089XGZ4	TetR_N	4.6e-13	Bacterial regulatory proteins, tetR family	AAT82586.1	13	55	8.5e-15	8.1e-17	1.6e-14	 -	Q6A9I0
TcmR|A0A089XGZ4	A0A089XGZ4	TetR_C_14	600.0	MftR C-terminal domain	AAT82586.1	107	187	5e-05	3.7e-08	8.4e-05	 -	Q6A9I0
TcmR|A0A089XGZ4	A0A089XGZ4	TetR_C_14	3.9e-10	MftR C-terminal domain	AAT82586.1	107	187	5e-05	3.7e-08	8.4e-05	 -	Q6A9I0
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT83756.1	113	137	8.2e-29	0.04	15.0	 -	Q6A657
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT83756.1	165	239	8.2e-29	7.8e-30	3e-27	 -	Q6A657
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT83087.1	115	125	5.2e-27	1.0	390.0	 -	Q6A828
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT83087.1	153	229	5.2e-27	1.4999999999999998e-29	5.7000000000000004e-27	 -	Q6A828
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT82114.1	149	224	4.1e-29	2e-31	7.6e-29	 -	Q6AAV2
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT81879.1	148	223	3e-23	1.8e-25	6.8e-23	 -	Q6ABI8
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT83819.1	102	116	6.499999999999999e-24	2.2	840.0	 -	Q6A5Z4
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT83819.1	153	227	6.499999999999999e-24	4.9e-26	1.9e-23	 -	Q6A5Z4
TcpP|Q93TT6	Q93TT6	Trans_reg_C	4.5e-17	Transcriptional regulatory protein, C terminal	AAT82099.1	160	233	3.6e-27	1.4999999999999998e-29	5.8e-27	 -	Q6AAW7
ThCsoR|Q5SHL1	Q5SHL1	Trns_repr_metal	1.1e-21	Metal-sensitive transcriptional repressor	AAT83946.1	47	127	5.6e-31	3e-34	7.000000000000001e-31	 -	Q6A5L7
TM0110|R4NZK7	R4NZK7	ROK	4.6e-44	ROK family	AAT83775.1	99	385	1.8e-51	9.8e-54	2.5e-51	 -	Q6A638
TM0110|R4NZK7	R4NZK7	HTH_24	2300.0	Winged helix-turn-helix DNA-binding	AAT83775.1	29	69	3.4e-08	8.3e-10	9.1e-08	 -	Q6A638
TM0110|R4NZK7	R4NZK7	HTH_24	2e-09	Winged helix-turn-helix DNA-binding	AAT83775.1	29	69	3.4e-08	8.3e-10	9.1e-08	 -	Q6A638
TM0110|R4NZK7	R4NZK7	ROK	4.6e-44	ROK family	AAT83674.1	109	248	1.3e-17	1.8e-14	4.7e-12	 -	Q6A6D9
TM0110|R4NZK7	R4NZK7	ROK	4.6e-44	ROK family	AAT83674.1	270	368	1.3e-17	2.6e-06	0.00067	 -	Q6A6D9
TM0110|R4NZK7	R4NZK7	HTH_24	2300.0	Winged helix-turn-helix DNA-binding	AAT83674.1	33	66	0.00046	7.8e-06	0.00086	 -	Q6A6D9
TM0110|R4NZK7	R4NZK7	HTH_24	2e-09	Winged helix-turn-helix DNA-binding	AAT83674.1	33	66	0.00046	7.8e-06	0.00086	 -	Q6A6D9
TM0110|R4NZK7	R4NZK7	ROK	4.6e-44	ROK family	AAT82149.1	106	242	2.8e-18	1.3e-16	3.3e-14	 -	Q6AAR7
TM0110|R4NZK7	R4NZK7	ROK	4.6e-44	ROK family	AAT82149.1	262	331	2.8e-18	9.2e-05	0.023	 -	Q6AAR7
TM0110|R4NZK7	R4NZK7	HTH_24	2300.0	Winged helix-turn-helix DNA-binding	AAT82149.1	17	56	1.6e-08	4.2e-10	4.6e-08	 -	Q6AAR7
TM0110|R4NZK7	R4NZK7	HTH_24	2e-09	Winged helix-turn-helix DNA-binding	AAT82149.1	17	56	1.6e-08	4.2e-10	4.6e-08	 -	Q6AAR7
TM0439|Q9WYS0	Q9WYS0	GntR	3.1e-18	Bacterial regulatory proteins, gntR family	AAT83712.1	22	79	1.7e-15	1.8e-17	3.8e-15	 -	Q6A6A1
TM0439|Q9WYS0	Q9WYS0	FCD	1.6e-14	FCD domain	AAT83712.1	115	231	2.1e-17	7.1e-20	4.1e-17	 -	Q6A6A1
TM0439|Q9WYS0	Q9WYS0	GntR	3.1e-18	Bacterial regulatory proteins, gntR family	AAT82496.1	15	70	3.2e-12	3.3e-14	6.9e-12	 -	Q6A9S0
TM0439|Q9WYS0	Q9WYS0	FCD	1.6e-14	FCD domain	AAT82496.1	50	58	1.3e-23	2.1	1200.0	 -	Q6A9S0
TM0439|Q9WYS0	Q9WYS0	FCD	1.6e-14	FCD domain	AAT82496.1	101	219	1.3e-23	2.2e-26	1.3e-23	 -	Q6A9S0
TM0439|Q9WYS0	Q9WYS0	GntR	3.1e-18	Bacterial regulatory proteins, gntR family	AAT82497.1	41	102	3e-10	2.2e-12	4.6e-10	 -	Q6A9R9
TM0439|Q9WYS0	Q9WYS0	FCD	1.6e-14	FCD domain	AAT82497.1	134	249	3e-21	9.499999999999999e-24	5.5e-21	 -	Q6A9R9
TM0439|Q9WYS0	Q9WYS0	GntR	3.1e-18	Bacterial regulatory proteins, gntR family	AAT81922.1	53	108	1.2e-16	1.4e-18	2.9e-16	 -	Q6ABE4
TM0439|Q9WYS0	Q9WYS0	FCD	1.6e-14	FCD domain	AAT81922.1	86	96	1.6e-17	1.7	990.0	 -	Q6ABE4
TM0439|Q9WYS0	Q9WYS0	FCD	1.6e-14	FCD domain	AAT81922.1	139	263	1.6e-17	2.7e-20	1.6e-17	 -	Q6ABE4
TnrA|Q45666	Q45666	MerR_1	4.5e-15	MerR HTH family regulatory protein	AAT82832.1	22	78	5.6e-13	4.5e-13	2.6e-10	 -	Q6A8T4
TnrA|Q45666	Q45666	MerR_1	4.5e-15	MerR HTH family regulatory protein	AAT82832.1	125	179	5.6e-13	0.0019	1.1	 -	Q6A8T4
TnrA|Q45666	Q45666	MerR_1	4.5e-15	MerR HTH family regulatory protein	AAT82256.1	12	45	0.00014	5.4e-07	0.00031	 -	Q6AAG0
TnrA|Q45666	Q45666	MerR_1	4.5e-15	MerR HTH family regulatory protein	AAT82256.1	111	121	0.00014	1.6	920.0	 -	Q6AAG0
TnrA|Q45666	Q45666	MerR_1	4.5e-15	MerR HTH family regulatory protein	AAT83750.1	26	92	6.9e-18	2.2e-20	1.2e-17	 -	Q6A663
TnrA|Q45666	Q45666	MerR_1	4.5e-15	MerR HTH family regulatory protein	AAT83750.1	95	111	6.9e-18	2.3	1300.0	 -	Q6A663
TnrA|Q45666	Q45666	MerR_1	4.5e-15	MerR HTH family regulatory protein	AAT82834.1	45	109	1.2e-15	3.3e-18	1.9e-15	 -	Q6A8T2
TodT|I7CA98	I7CA98	Response_reg	3.6e-27	Response regulator receiver domain	AAT82167.1	10	120	3.8e-23	2.9e-25	5.2e-23	 -	Q6AAP9
TodT|I7CA98	I7CA98	GerE	6e-20	Bacterial regulatory proteins, luxR family	AAT82167.1	145	200	6.9e-13	2.7e-15	1e-12	 -	Q6AAP9
TodT|I7CA98	I7CA98	Sigma70_r4_2	5900.0	Sigma-70, region 4	AAT82167.1	146	184	1.9e-05	1.9e-07	3.6e-05	 -	Q6AAP9
TodT|I7CA98	I7CA98	Response_reg	3.6e-27	Response regulator receiver domain	AAT82700.1	6	114	9e-28	7.5e-30	1.3e-27	 -	Q6A966
TodT|I7CA98	I7CA98	GerE	6e-20	Bacterial regulatory proteins, luxR family	AAT82700.1	157	209	7.5e-13	3.5e-15	1.3e-12	 -	Q6A966
TodT|I7CA98	I7CA98	Sigma70_r4_2	5900.0	Sigma-70, region 4	AAT82700.1	157	198	9.2e-05	1e-06	0.0002	 -	Q6A966
TodT|I7CA98	I7CA98	Response_reg	3.6e-27	Response regulator receiver domain	AAT82679.1	3	111	1.5e-27	1.5999999999999999e-29	2.8e-27	 -	Q6A987
TodT|I7CA98	I7CA98	GerE	6e-20	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
TodT|I7CA98	I7CA98	Sigma70_r4_2	5900.0	Sigma-70, region 4	AAT82679.1	164	192	8.8e-06	8.8e-08	1.7e-05	 -	Q6A987
TodT|I7CA98	I7CA98	Response_reg	3.6e-27	Response regulator receiver domain	AAT83742.1	8	119	1.5e-27	1.3e-29	2.3e-27	 -	Q6A671
TodT|I7CA98	I7CA98	GerE	6e-20	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
TodT|I7CA98	I7CA98	Sigma70_r4_2	5900.0	Sigma-70, region 4	AAT83742.1	156	202	3.8e-09	3.5e-11	6.8e-09	 -	Q6A671
TodT|I7CA98	I7CA98	Response_reg	3.6e-27	Response regulator receiver domain	AAT81814.1	7	119	1.8e-30	1.5e-32	2.6000000000000002e-30	 -	Q6ABR9
TodT|I7CA98	I7CA98	GerE	6e-20	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
TodT|I7CA98	I7CA98	Sigma70_r4_2	5900.0	Sigma-70, region 4	AAT81814.1	152	200	3.3e-07	3.2e-09	6.1e-07	 -	Q6ABR9
TodT|I7CA98	I7CA98	Response_reg	3.6e-27	Response regulator receiver domain	AAT82047.1	6	116	1.3e-27	1.2e-29	2.2000000000000002e-27	 -	Q6AB19
TodT|I7CA98	I7CA98	GerE	6e-20	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
TodT|I7CA98	I7CA98	Sigma70_r4_2	5900.0	Sigma-70, region 4	AAT82047.1	147	192	6.4e-08	8.2e-10	1.6e-07	 -	Q6AB19
ToxT|A5F384	A5F384	HTH_AraC	3.7e-11	Bacterial regulatory helix-turn-helix proteins,...	AAT84012.1	17	42	0.00027	2.6e-07	0.00059	 -	Q6A5F1
TphR|Q5D0X8	Q5D0X8	HTH_IclR	6.2e-13	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
TphR|Q5D0X8	Q5D0X8	IclR	3.3e-31	Bacterial transcriptional regulator	AAT83921.1	46	60	3.4e-14	0.59	680.0	 -	Q6A5P2
TphR|Q5D0X8	Q5D0X8	IclR	3.3e-31	Bacterial transcriptional regulator	AAT83921.1	127	249	3.4e-14	7.2e-17	8.3e-14	 -	Q6A5P2
TphR|Q5D0X8	Q5D0X8	HTH_IclR	430.0	IclR helix-turn-helix domain	AAT83921.1	12	58	3.4e-12	8.7e-14	9.5e-12	 -	Q6A5P2
TphR|Q5D0X8	Q5D0X8	HTH_IclR	6.2e-13	IclR helix-turn-helix domain	AAT83117.1	10	57	2.1e-10	1.9e-12	2.1e-10	 -	Q6A7Z8
TphR|Q5D0X8	Q5D0X8	HTH_IclR	6.2e-13	IclR helix-turn-helix domain	AAT83117.1	67	78	2.1e-10	0.35	38.0	 -	Q6A7Z8
TphR|Q5D0X8	Q5D0X8	HTH_IclR	6.2e-13	IclR helix-turn-helix domain	AAT83117.1	229	237	2.1e-10	9.6	1100.0	 -	Q6A7Z8
TphR|Q5D0X8	Q5D0X8	IclR	3.3e-31	Bacterial transcriptional regulator	AAT83117.1	125	231	4.2e-18	9.2e-20	1.1e-16	 -	Q6A7Z8
TphR|Q5D0X8	Q5D0X8	HTH_IclR	430.0	IclR helix-turn-helix domain	AAT83117.1	10	57	2.1e-10	1.9e-12	2.1e-10	 -	Q6A7Z8
TphR|Q5D0X8	Q5D0X8	HTH_IclR	430.0	IclR helix-turn-helix domain	AAT83117.1	67	78	2.1e-10	0.35	38.0	 -	Q6A7Z8
TphR|Q5D0X8	Q5D0X8	HTH_IclR	430.0	IclR helix-turn-helix domain	AAT83117.1	229	237	2.1e-10	9.6	1100.0	 -	Q6A7Z8
TraR|P55407	P55407	GerE	1.8e-08	Bacterial regulatory proteins, luxR family	AAT82167.1	145	200	6.9e-13	2.7e-15	1e-12	 -	Q6AAP9
TraR|P55407	P55407	GerE	1.8e-08	Bacterial regulatory proteins, luxR family	AAT82700.1	157	209	7.5e-13	3.5e-15	1.3e-12	 -	Q6A966
TraR|P55407	P55407	GerE	1.8e-08	Bacterial regulatory proteins, luxR family	AAT82679.1	149	204	2.9e-18	1.2e-20	4.7e-18	 -	Q6A987
TraR|P55407	P55407	GerE	1.8e-08	Bacterial regulatory proteins, luxR family	AAT83742.1	159	213	4.5e-19	1.8e-21	6.7e-19	 -	Q6A671
TraR|P55407	P55407	GerE	1.8e-08	Bacterial regulatory proteins, luxR family	AAT81814.1	156	212	2.6e-18	1e-20	3.9e-18	 -	Q6ABR9
TraR|P55407	P55407	GerE	1.8e-08	Bacterial regulatory proteins, luxR family	AAT82047.1	155	209	3.6e-18	1.4e-20	5.5e-18	 -	Q6AB19
TrpI|P11720	P11720	HTH_1	3.5e-18	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
TrpI|P11720	P11720	LysR_substrate	1.7e-20	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
TsaR|P94678	P94678	HTH_1	3e-19	Bacterial regulatory helix-turn-helix protein, ...	AAT83707.1	3	62	1.9e-20	3.6e-23	4.2e-20	 -	Q6A6A6
TsaR|P94678	P94678	LysR_substrate	2e-30	LysR substrate binding domain	AAT83707.1	92	293	1.5e-42	2.1e-45	2.4e-42	 -	Q6A6A6
TsdR|Q0SFL4	Q0SFL4	IclR	4e-14	Bacterial transcriptional regulator	AAT83921.1	46	60	3.4e-14	0.59	680.0	 -	Q6A5P2
