identifier_target_name	identifier_target_accession	identifier_target_length	identifier_query_name	identifier_query_accession	identifier_query_length	full_sequence_e-value	full_sequence_score	full_sequence_bias	this_domain_domain_number	this_domain_total_domains	this_domain_e-value	this_domain_i-value	this_domain_score	this_domain_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	identifier_acc	identifier_query_description
LexA_DNA_bind	PF01726.19	65	sp|P59479|LEXA2_PSEPK	-	202	1.4e-17	63.3	0.0	1	1	3.4e-21	2.2e-17	62.7	0.0	1	65	1	65	1	65	0.99	LexA DNA binding domain
Response_reg	PF00072.27	112	sp|P0A0I7|AGRA_STAAU	-	238	1.1e-24	86.9	0.2	1	1	1.6e-28	1.6e-24	86.3	0.2	1	111	3	120	3	121	0.96	Response regulator receiver domain
LytTR	PF04397.18	98	sp|P0A0I7|AGRA_STAAU	-	238	9.7e-20	70.8	2.2	1	1	2.2e-23	2.2e-19	69.6	2.2	3	92	151	237	149	238	0.92	LytTr DNA-binding domain
MarR	PF01047.25	59	tr|Q8EI70|Q8EI70_SHEON	-	165	4.4e-16	58.6	0.1	2	2	2.6e-19	1e-15	57.5	0.0	1	58	55	112	55	112	0.98	MarR family
LysR_substrate	PF03466.23	209	sp|P94501|GLTR_BACSU	-	296	8.4e-47	159.4	0.0	1	1	1.1e-50	1.1e-46	159.1	0.0	3	208	87	288	85	289	0.98	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P94501|GLTR_BACSU	-	296	1.4e-18	66.7	0.1	1	1	3.1e-22	3.1e-18	65.6	0.1	1	60	3	62	3	62	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
Response_reg	PF00072.27	112	sp|P23620|PHOB_PSEAE	-	229	1.3e-30	105.9	0.2	1	1	1.8e-34	1.8e-30	105.5	0.2	1	111	6	117	6	118	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P23620|PHOB_PSEAE	-	229	2.5e-24	85.3	0.1	1	1	4.6e-28	4.5e-24	84.5	0.1	1	77	151	225	151	225	0.95	Transcriptional regulatory protein, C terminal
GerE	PF00196.22	57	tr|Q9I0P6|Q9I0P6_PSEAE	-	268	2.1e-18	65.8	0.1	1	1	3.1e-22	3e-18	65.3	0.1	2	54	201	253	200	256	0.95	Bacterial regulatory proteins, luxR family
Trans_reg_C	PF00486.31	77	tr|A0A0H3AK48|A0A0H3AK48_VIBC3	-	294	8.9e-21	73.9	0.0	1	1	7.5e-25	1.5e-20	73.2	0.0	4	77	45	119	40	119	0.96	Transcriptional regulatory protein, C terminal
HTH_18	PF12833.10	81	sp|P17410|CHBR_ECOLI	-	280	3.4e-20	72.2	0.1	1	1	1.3e-23	6.4e-20	71.3	0.1	6	80	200	273	195	274	0.95	Helix-turn-helix domain
Cupin_2	PF07883.14	71	sp|P17410|CHBR_ECOLI	-	280	3.6e-08	33.1	0.2	1	1	1.2e-11	6e-08	32.4	0.2	4	56	29	81	26	90	0.91	Cupin domain
FUR	PF01475.22	121	tr|H7C6Q1|H7C6Q1_BRADU	-	151	1.1e-38	132.2	0.8	1	1	6.6e-43	1.3e-38	132.0	0.8	2	121	22	140	21	140	0.99	Ferric uptake regulator family
Sigma54_DBD	PF04552.16	160	sp|P24255|RP54_ECOLI	-	477	1.5e-70	236.2	0.5	1	1	4.3e-74	2.8e-70	235.3	0.5	2	160	317	475	316	475	0.99	Sigma-54, DNA binding domain
Sigma54_CBD	PF04963.16	180	sp|P24255|RP54_ECOLI	-	477	1.1e-61	208.0	0.3	2	2	1.6e-65	1.1e-61	208.0	0.3	8	180	116	303	112	303	0.96	Sigma-54 factor, core binding domain
Peptidase_S24	PF00717.26	116	sp|Q2SVP7|LEXA_BURTA	-	215	5.8e-28	97.1	0.0	1	1	7.7e-32	7.5e-28	96.8	0.0	1	114	91	205	91	207	0.95	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|Q2SVP7|LEXA_BURTA	-	215	2.3e-27	94.7	0.1	1	1	3.7e-31	3.7e-27	94.0	0.1	1	65	1	65	1	65	0.98	LexA DNA binding domain
FUR	PF01475.22	121	tr|Q7VHS0|Q7VHS0_HELHP	-	153	4.5e-38	130.2	0.3	1	1	1.2e-41	5.8e-38	129.9	0.3	1	120	25	143	25	144	0.99	Ferric uptake regulator family
Sigma54_activat	PF00158.29	168	tr|Q74EF9|Q74EF9_GEOSL	-	481	4e-73	244.8	0.1	1	1	2.1e-76	6.9e-73	244.0	0.1	1	168	145	312	145	312	0.99	Sigma-54 interaction domain
Response_reg	PF00072.27	112	tr|Q74EF9|Q74EF9_GEOSL	-	481	5.4e-29	100.8	0.7	1	1	3.9e-32	1.3e-28	99.5	0.7	1	111	6	115	6	116	0.98	Response regulator receiver domain
HTH_8	PF02954.22	42	tr|Q74EF9|Q74EF9_GEOSL	-	481	2.1e-12	46.7	0.3	2	2	2.2e-15	7.2e-12	45.0	0.3	2	42	434	474	433	474	0.96	Bacterial regulatory protein, Fis family
Peptidase_S24	PF00717.26	116	sp|P60511|LEXA2_XANAC	-	213	9.3e-29	99.7	0.0	1	1	1.2e-32	1.2e-28	99.3	0.0	1	114	91	204	91	206	0.97	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|P60511|LEXA2_XANAC	-	213	2e-18	66.1	0.0	1	1	2.9e-22	2.8e-18	65.5	0.0	3	65	2	64	1	64	0.98	LexA DNA binding domain
Sigma70_r2	PF04542.17	71	sp|Q45585|SIGW_BACSU	-	187	9.5e-22	76.7	0.2	1	1	4.5e-25	1.8e-21	75.8	0.2	3	69	25	89	23	90	0.93	Sigma-70 region 2
Sigma70_r4_2	PF08281.15	54	sp|Q45585|SIGW_BACSU	-	187	2.3e-15	56.1	0.0	1	1	1.1e-18	4.5e-15	55.2	0.0	3	54	129	180	127	180	0.96	Sigma-70, region 4
Peptidase_S24	PF00717.26	116	sp|P0A7C2|LEXA_ECOLI	-	202	1.6e-32	111.8	0.0	1	1	2.3e-36	2.3e-32	111.3	0.0	1	115	77	192	77	193	0.98	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|P0A7C2|LEXA_ECOLI	-	202	9.5e-32	108.7	0.1	1	1	1.5e-35	1.5e-31	108.1	0.1	1	65	1	65	1	65	0.99	LexA DNA binding domain
FUR	PF01475.22	121	tr|Q4KKK3|Q4KKK3_PSEF5	-	160	5.6e-11	42.8	0.2	1	2	0.31	6.2e+03	-2.6	0.6	77	86	9	18	6	21	0.72	Ferric uptake regulator family
FUR	PF01475.22	121	tr|Q4KKK3|Q4KKK3_PSEF5	-	160	5.6e-11	42.8	0.2	2	2	5.8e-15	1.1e-10	41.8	0.0	2	120	31	150	30	151	0.85	Ferric uptake regulator family
CodY	PF06018.17	177	tr|Q18BE1|Q18BE1_CLOD6	-	261	1.2e-58	197.6	0.8	1	1	2.4e-62	1.5e-58	197.3	0.8	2	177	5	179	4	179	0.96	CodY GAF-like domain
HTH_CodY	PF08222.14	61	tr|Q18BE1|Q18BE1_CLOD6	-	261	4.9e-30	103.1	1.0	1	1	1.4e-33	8.8e-30	102.2	1.0	2	59	199	256	198	258	0.97	CodY helix-turn-helix domain
Spo0A_C	PF08769.14	104	tr|Q18B74|Q18B74_CLOD6	-	274	6.7e-46	154.8	0.2	1	1	1.4e-49	1.3e-45	153.8	0.2	1	104	163	266	163	266	0.99	Sporulation initiation factor Spo0A C terminal
Response_reg	PF00072.27	112	tr|Q18B74|Q18B74_CLOD6	-	274	1.1e-22	80.5	1.2	1	1	1.7e-26	1.7e-22	79.8	1.2	1	111	11	124	11	125	0.94	Response regulator receiver domain
SDF	PF00375.21	391	tr|Q88RJ2|Q88RJ2_PSEPK	-	442	1.3e-122	409.7	37.8	1	1	7.7e-127	1.5e-122	409.6	37.8	1	391	8	410	8	410	0.97	Sodium:dicarboxylate symporter family
LysR_substrate	PF03466.23	209	tr|V6AIV4|V6AIV4_PSEAI	-	332	1.8e-14	53.8	0.0	1	1	2.8e-18	2.7e-14	53.2	0.0	52	208	139	292	122	293	0.87	LysR substrate binding domain
HTH_1	PF00126.30	60	tr|V6AIV4|V6AIV4_PSEAI	-	332	9.7e-11	41.6	0.0	1	1	1.8e-14	1.8e-10	40.8	0.0	1	59	6	64	6	65	0.96	Bacterial regulatory helix-turn-helix protein, lysR family
LexA_DNA_bind	PF01726.19	65	sp|Q49848|LEXA_MYCLE	-	235	4.1e-30	103.5	0.2	1	1	1.7e-33	6.5e-30	102.8	0.2	2	65	21	84	20	84	0.98	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|Q49848|LEXA_MYCLE	-	235	8.3e-30	103.1	0.0	1	1	3.1e-33	1.2e-29	102.5	0.0	1	116	117	229	117	229	0.98	Peptidase S24-like
Response_reg	PF00072.27	112	tr|A7MXJ7|A7MXJ7_VIBC1	-	211	2.9e-23	82.3	0.0	1	1	7.2e-27	4.7e-23	81.6	0.0	1	112	7	120	7	120	0.95	Response regulator receiver domain
GerE	PF00196.22	57	tr|A7MXJ7|A7MXJ7_VIBC1	-	211	9.3e-20	70.1	0.1	1	1	2.1e-23	1.4e-19	69.6	0.1	2	56	149	203	148	204	0.97	Bacterial regulatory proteins, luxR family
Sigma70_r2	PF04542.17	71	sp|P17869|RPSH_BACSU	-	218	1.8e-14	53.4	0.1	1	1	7.2e-18	3.5e-14	52.5	0.1	1	70	38	107	38	108	0.96	Sigma-70 region 2
Sigma70_r4_2	PF08281.15	54	sp|P17869|RPSH_BACSU	-	218	7.7e-10	38.4	0.2	1	1	2.7e-13	1.3e-09	37.7	0.2	10	54	164	207	159	207	0.96	Sigma-70, region 4
Peptidase_S24	PF00717.26	116	sp|Q92PW3|LEXA_RHIME	-	238	9.1e-29	99.7	0.0	1	1	1.2e-32	1.2e-28	99.3	0.0	1	116	116	231	116	231	0.98	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|Q92PW3|LEXA_RHIME	-	238	4.8e-17	61.6	0.7	1	3	2.8e-20	2.8e-16	59.2	0.1	4	65	2	63	1	63	0.99	LexA DNA binding domain
LysR_substrate	PF03466.23	209	tr|F8G324|F8G324_PSEP6	-	290	7.7e-38	130.1	2.4	1	1	9.9e-42	9.8e-38	129.8	2.4	2	207	86	288	85	290	0.96	LysR substrate binding domain
HTH_1	PF00126.30	60	tr|F8G324|F8G324_PSEP6	-	290	3.8e-21	74.9	0.9	1	1	9e-25	8.8e-21	73.8	0.9	1	60	3	61	3	61	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
HTH_6	PF01418.20	77	tr|Q8EE97|Q8EE97_SHEON	-	284	9e-30	102.6	0.1	1	2	5e-33	3.3e-29	100.8	0.0	1	76	1	76	1	77	0.99	Helix-turn-helix domain, rpiR family
SIS	PF01380.25	131	tr|Q8EE97|Q8EE97_SHEON	-	284	2.1e-22	79.4	0.1	1	1	5.1e-26	3.4e-22	78.8	0.1	1	130	124	252	124	253	0.97	SIS domain
Peptidase_S24	PF00717.26	116	tr|Q72P22|Q72P22_LEPIC	-	209	8.1e-21	74.1	0.0	1	1	3.9e-24	1.5e-20	73.2	0.0	3	115	87	202	85	203	0.95	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	tr|Q72P22|Q72P22_LEPIC	-	209	1.7e-10	40.6	0.0	1	1	6.8e-14	2.7e-10	40.0	0.0	3	63	10	67	8	69	0.92	LexA DNA binding domain
Response_reg	PF00072.27	112	tr|Q74D24|Q74D24_GEOSL	-	458	1.4e-30	105.9	0.2	1	1	1.3e-33	3.2e-30	104.7	0.2	1	107	5	110	5	115	0.98	Response regulator receiver domain
Sigma54_activat	PF00158.29	168	tr|Q74D24|Q74D24_GEOSL	-	458	5.4e-73	244.4	0.3	2	2	3.9e-76	9.7e-73	243.5	0.3	1	167	143	309	143	310	0.99	Sigma-54 interaction domain
HTH_8	PF02954.22	42	tr|Q74D24|Q74D24_GEOSL	-	458	1.4e-12	47.3	0.4	2	2	1.7e-15	4.3e-12	45.7	0.4	5	42	416	453	412	453	0.95	Bacterial regulatory protein, Fis family
Response_reg	PF00072.27	112	sp|P23836|PHOP_ECOLI	-	223	1.9e-25	89.3	0.2	1	1	3.1e-29	3e-25	88.7	0.2	1	111	3	112	3	113	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P23836|PHOP_ECOLI	-	223	1.7e-19	69.8	0.1	1	1	3.6e-23	3.5e-19	68.8	0.1	2	77	146	220	145	220	0.94	Transcriptional regulatory protein, C terminal
HTH_3	PF01381.25	55	sp|P23873|HIPB_ECOLI	-	88	9.6e-15	54.5	0.0	1	1	5.3e-18	1.5e-14	53.9	0.0	2	53	18	69	17	70	0.95	Helix-turn-helix
HTH_1	PF00126.30	60	sp|P72131|PTXR_PSEAE	-	312	5e-21	74.6	2.3	1	2	5.1e-25	5e-21	74.6	2.3	1	60	13	72	13	72	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
LysR_substrate	PF03466.23	209	sp|P72131|PTXR_PSEAE	-	312	1.5e-48	165.1	3.5	2	2	1.5e-52	1.5e-48	165.1	3.5	2	208	97	301	96	302	0.98	LysR substrate binding domain
Sigma70_r4_2	PF08281.15	54	tr|Q884G0|Q884G0_PSESM	-	178	5.5e-14	51.7	0.0	1	1	1.4e-17	9.1e-14	51.0	0.0	2	54	116	168	115	168	0.96	Sigma-70, region 4
Sigma70_r2	PF04542.17	71	tr|Q884G0|Q884G0_PSESM	-	178	7e-13	48.3	0.4	1	1	1.8e-16	1.2e-12	47.6	0.4	4	69	20	83	17	85	0.90	Sigma-70 region 2
LysR_substrate	PF03466.23	209	tr|B3G2A3|B3G2A3_PSEAI	-	322	1.9e-34	119.0	0.4	1	1	2.4e-38	2.4e-34	118.7	0.4	5	207	94	300	90	302	0.91	LysR substrate binding domain
HTH_1	PF00126.30	60	tr|B3G2A3|B3G2A3_PSEAI	-	322	3.5e-11	43.0	0.0	1	1	7.2e-15	7.1e-11	42.0	0.0	5	59	11	65	8	66	0.94	Bacterial regulatory helix-turn-helix protein, lysR family
FUR	PF01475.22	121	tr|Q1CU85|Q1CU85_HELPH	-	150	1.6e-40	138.1	4.2	1	1	1.1e-44	2.1e-40	137.8	4.2	1	120	20	138	20	139	0.99	Ferric uptake regulator family
HTH_18	PF12833.10	81	tr|Q8PBF5|Q8PBF5_XANCP	-	476	4.9e-17	62.1	1.7	1	2	1.1	1.1e+04	-3.1	0.2	30	40	234	244	232	248	0.80	Helix-turn-helix domain
HTH_18	PF12833.10	81	tr|Q8PBF5|Q8PBF5_XANCP	-	476	4.9e-17	62.1	1.7	2	2	1e-20	9.9e-17	61.1	0.1	1	81	395	476	379	476	0.96	Helix-turn-helix domain
Response_reg	PF00072.27	112	sp|P14204|CMPA_BACSU	-	214	8e-24	84.1	0.0	1	1	1.2e-27	1.2e-23	83.5	0.0	1	111	4	117	4	118	0.95	Response regulator receiver domain
GerE	PF00196.22	57	sp|P14204|CMPA_BACSU	-	214	4e-19	68.1	0.0	1	1	6.4e-23	6.2e-19	67.5	0.0	1	57	152	208	152	208	0.97	Bacterial regulatory proteins, luxR family
MerR_1	PF13411.9	69	tr|A0A0F6AXY2|A0A0F6AXY2_SALT1	-	138	1.4e-18	66.9	0.0	1	1	3.7e-22	2.4e-18	66.1	0.0	1	66	1	67	1	69	0.94	MerR HTH family regulatory protein
Peripla_BP_3	PF13377.9	166	tr|A0A0E2J8L1|A0A0E2J8L1_STRIS	-	334	5.1e-25	88.8	0.0	2	2	4e-28	1.9e-24	86.9	0.0	5	166	176	332	173	332	0.90	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|A0A0E2J8L1|A0A0E2J8L1_STRIS	-	334	8.6e-21	73.6	1.0	1	1	4.8e-24	2.4e-20	72.2	1.0	1	46	8	53	8	53	0.99	Bacterial regulatory proteins, lacI family
Response_reg	PF00072.27	112	sp|P0AD01|DCUR_ECOLI	-	239	3.8e-19	69.0	0.1	1	1	2.8e-23	5.5e-19	68.5	0.1	1	111	4	117	4	118	0.95	Response regulator receiver domain
Response_reg	PF00072.27	112	sp|P54443|YRKP_BACSU	-	231	4.7e-27	94.5	0.1	1	1	7.2e-31	7.1e-27	93.9	0.1	1	111	5	112	5	113	0.97	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P54443|YRKP_BACSU	-	231	5.7e-24	84.1	0.0	1	1	1.4e-27	1.4e-23	82.9	0.0	2	77	152	228	149	228	0.97	Transcriptional regulatory protein, C terminal
HTH_IclR	PF09339.13	52	tr|Q88N41|Q88N41_PSEPK	-	291	1.7e-14	53.4	0.4	1	1	4e-18	3.9e-14	52.3	0.4	1	52	47	98	47	98	0.98	IclR helix-turn-helix domain
IclR	PF01614.21	128	tr|Q88N41|Q88N41_PSEPK	-	291	4.6e-42	143.0	0.1	2	2	1.8e-45	1.7e-41	141.2	0.0	4	127	163	287	160	288	0.97	Bacterial transcriptional regulator
Response_reg	PF00072.27	112	sp|P37478|WALR_BACSU	-	235	3.9e-31	107.7	0.8	1	2	1.1e-34	1e-30	106.3	0.5	1	112	5	114	5	114	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P37478|WALR_BACSU	-	235	1.8e-28	98.5	0.7	1	2	0.45	4.5e+03	-2.0	0.0	51	61	115	125	101	134	0.66	Transcriptional regulatory protein, C terminal
Peptidase_S24	PF00717.26	116	sp|A0QVY5|LEXA_MYCS2	-	243	2.4e-30	104.8	0.0	1	1	6.9e-34	3.4e-30	104.3	0.0	1	116	125	237	125	237	0.98	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|A0QVY5|LEXA_MYCS2	-	243	1e-29	102.2	0.1	1	1	3e-33	1.5e-29	101.7	0.1	2	65	30	93	29	93	0.98	LexA DNA binding domain
CoA_binding	PF02629.22	96	sp|A6LQ78|REX_CLOB8	-	211	6.5e-23	81.4	0.1	1	1	2.1e-26	1.3e-22	80.4	0.1	5	96	86	180	82	180	0.94	CoA binding domain
Put_DNA-bind_N	PF06971.16	49	sp|A6LQ78|REX_CLOB8	-	211	8.4e-22	77.1	0.0	1	1	2.1e-25	1.4e-21	76.4	0.0	1	49	6	54	6	54	0.98	Putative DNA-binding protein N-terminus
Response_reg	PF00072.27	112	sp|P0AE88|CPXR_ECOLI	-	232	3e-29	101.6	0.5	1	1	5.4e-33	5.3e-29	100.8	0.5	1	112	4	112	4	112	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P0AE88|CPXR_ECOLI	-	232	5.6e-22	77.8	0.3	2	2	1.3e-25	1.3e-21	76.6	0.0	1	77	152	228	152	228	0.97	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	sp|P26275|ALGR_PSEAE	-	248	3.7e-27	94.8	0.0	1	1	5.3e-31	5.2e-27	94.4	0.0	1	111	3	113	3	114	0.97	Response regulator receiver domain
LytTR	PF04397.18	98	sp|P26275|ALGR_PSEAE	-	248	3e-21	75.6	0.0	1	1	5.3e-25	5.2e-21	74.8	0.0	2	97	149	245	148	246	0.96	LytTr DNA-binding domain
Response_reg	PF00072.27	112	tr|A1JSH8|A1JSH8_YERE8	-	239	1.1e-29	103.0	0.0	1	1	1.6e-33	1.6e-29	102.5	0.0	1	112	7	117	7	117	0.99	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|A1JSH8|A1JSH8_YERE8	-	239	1e-22	80.1	0.0	1	1	2.5e-26	2.5e-22	78.9	0.0	2	77	157	232	156	232	0.98	Transcriptional regulatory protein, C terminal
LexA_DNA_bind	PF01726.19	65	sp|P37452|LEXA_PSEAE	-	204	1.5e-31	108.1	0.0	1	1	2.2e-35	2.2e-31	107.6	0.0	1	65	1	65	1	65	0.99	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|P37452|LEXA_PSEAE	-	204	9.4e-31	106.1	0.0	1	1	1.3e-34	1.3e-30	105.7	0.0	1	113	83	196	83	199	0.96	Peptidase S24-like
Histone_HNS	PF00816.24	92	tr|Q9KSX6|Q9KSX6_VIBCH	-	137	2.6e-19	69.9	7.2	2	2	1.3e-23	2.6e-19	69.9	7.2	3	92	36	131	34	131	0.84	H-NS histone family
HTH_18	PF12833.10	81	tr|Q9ZIP8|Q9ZIP8_XANOO	-	476	5.8e-17	61.8	0.1	3	4	1.6	1.6e+04	-3.6	0.5	30	40	234	244	232	246	0.80	Helix-turn-helix domain
HTH_18	PF12833.10	81	tr|Q9ZIP8|Q9ZIP8_XANOO	-	476	5.8e-17	61.8	0.1	4	4	5.9e-21	5.8e-17	61.8	0.1	1	81	395	476	385	476	0.96	Helix-turn-helix domain
MarR	PF01047.25	59	tr|Q92MX6|Q92MX6_RHIME	-	138	1.6e-16	60.1	0.0	1	2	6.6e-20	3.2e-16	59.1	0.0	1	59	31	89	31	89	0.99	MarR family
AsnC_trans_reg	PF01037.24	75	tr|Q92LT2|Q92LT2_RHIME	-	159	4.4e-22	78.0	0.1	1	1	1.6e-25	6.1e-22	77.5	0.1	1	75	70	144	70	144	0.96	Lrp/AsnC ligand binding domain
HTH_24	PF13412.9	48	tr|Q92LT2|Q92LT2_RHIME	-	159	1.2e-16	60.1	0.0	1	1	5e-20	1.9e-16	59.4	0.0	1	48	4	51	4	51	0.97	Winged helix-turn-helix DNA-binding
LexA_DNA_bind	PF01726.19	65	tr|Q6MHM9|Q6MHM9_BDEBA	-	240	2.5e-15	56.1	0.0	1	2	2.7e-18	2.6e-14	52.8	0.0	3	64	9	70	7	71	0.93	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	tr|Q6MHM9|Q6MHM9_BDEBA	-	240	1.5e-27	95.8	0.2	2	2	3e-31	3e-27	94.8	0.1	1	116	112	234	112	234	0.94	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	tr|Q6MHM9|Q6MHM9_BDEBA	-	240	2.5e-15	56.1	0.0	2	2	0.042	4.1e+02	1.0	0.1	37	48	75	86	66	98	0.85	LexA DNA binding domain
LexA_DNA_bind	PF01726.19	65	sp|P73722|LEXA_SYNY3	-	203	3e-29	100.7	0.0	1	1	5.1e-33	5e-29	100.0	0.0	1	65	1	65	1	65	0.99	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|P73722|LEXA_SYNY3	-	203	6.5e-15	55.0	0.2	1	1	9.1e-19	8.9e-15	54.6	0.2	2	115	78	193	77	194	0.93	Peptidase S24-like
Peptidase_S24	PF00717.26	116	sp|A9BGA3|LEXA_PETMO	-	205	4.9e-29	100.6	0.2	1	1	1.1e-32	7.1e-29	100.1	0.2	1	116	82	199	82	199	0.98	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|A9BGA3|LEXA_PETMO	-	205	2.3e-25	88.3	0.0	1	1	5.5e-29	3.6e-25	87.6	0.0	1	60	1	60	1	64	0.97	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|P0DN68|LEXA_FIBSS	-	217	7.4e-32	109.7	0.0	1	1	1.7e-35	1.6e-31	108.6	0.0	1	116	94	210	94	210	0.99	Peptidase S24-like
LexA_DNA_bind	PF01726.19	65	sp|P0DN68|LEXA_FIBSS	-	217	8.8e-19	67.2	0.0	1	1	1.5e-22	1.5e-18	66.4	0.0	2	65	9	72	8	72	0.98	LexA DNA binding domain
HTH_20	PF12840.10	61	tr|A4QDE6|A4QDE6_CORGB	-	230	0.00067	19.8	0.1	1	1	1.4e-07	0.0014	18.7	0.1	9	58	21	71	19	73	0.95	Helix-turn-helix domain
MarR_2	PF12802.10	61	tr|A4QDE6|A4QDE6_CORGB	-	230	0.00058	20.0	0.1	2	3	1.1	1.1e+04	-3.3	0.0	42	51	91	100	91	102	0.84	MarR family
Response_reg	PF00072.27	112	sp|Q53228|REGA_CERS4	-	184	3.5e-21	75.6	0.0	1	1	7.3e-25	4.8e-21	75.1	0.0	2	111	16	124	15	125	0.98	Response regulator receiver domain
HTH_30	PF13556.9	59	sp|Q53228|REGA_CERS4	-	184	5.2e-05	23.1	0.2	1	1	2.2e-08	0.00015	21.7	0.2	7	31	152	176	150	180	0.87	PucR C-terminal helix-turn-helix domain
FUR	PF01475.22	121	sp|P0A0S8|FUR_NEIMB	-	144	2.9e-47	159.9	0.4	1	1	1.7e-51	3.4e-47	159.7	0.4	2	121	13	132	12	132	0.99	Ferric uptake regulator family
Sigma70_r2	PF04542.17	71	sp|P06222|RPSE_BACSU	-	239	7.2e-19	67.5	0.2	1	2	2.8e-22	1.4e-18	66.6	0.0	1	70	62	131	62	132	0.98	Sigma-70 region 2
Sigma70_r4	PF04545.19	50	sp|P06222|RPSE_BACSU	-	239	2.2e-17	62.4	2.0	1	1	9.2e-21	4.5e-17	61.4	2.0	1	50	180	233	180	233	0.99	Sigma-70, region 4
Sigma70_r4_2	PF08281.15	54	sp|P06222|RPSE_BACSU	-	239	0.00072	19.3	3.1	1	2	0.66	3.2e+03	-2.0	0.1	11	22	39	50	39	52	0.88	Sigma-70, region 4
Response_reg	PF00072.27	112	sp|P76340|HPRR_ECOLI	-	223	1.4e-26	93.0	0.0	1	1	2.2e-30	2.1e-26	92.4	0.0	1	112	3	112	3	112	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P76340|HPRR_ECOLI	-	223	5.8e-25	87.3	0.0	2	2	1.7e-28	1.6e-24	85.9	0.0	4	77	146	218	142	218	0.96	Transcriptional regulatory protein, C terminal
HTH_20	PF12840.10	61	tr|Q9HW47|Q9HW47_PSEAE	-	100	1.2e-16	60.6	0.0	1	1	7e-20	2.7e-16	59.4	0.0	1	61	6	78	6	78	0.97	Helix-turn-helix domain
Peptidase_S24	PF00717.26	116	tr|A2RKI6|A2RKI6_LACLM	-	252	5e-22	78.0	0.0	1	1	1.8e-25	7e-22	77.5	0.0	5	116	123	239	117	239	0.95	Peptidase S24-like
HTH_3	PF01381.25	55	tr|A2RKI6|A2RKI6_LACLM	-	252	6.4e-14	51.9	0.6	1	1	2.4e-17	9.4e-14	51.3	0.6	1	55	7	61	7	61	0.98	Helix-turn-helix
HTH_19	PF12844.10	65	tr|A2RKI6|A2RKI6_LACLM	-	252	9.3e-11	41.8	0.7	2	2	2.4	9.4e+03	-3.1	0.0	32	50	96	114	96	124	0.65	Helix-turn-helix domain
HTH_3	PF01381.25	55	sp|P23789|XRE_BACSU	-	113	5.2e-16	58.6	0.0	1	1	1.2e-19	7.7e-16	58.0	0.0	5	55	10	58	6	58	0.93	Helix-turn-helix
FUR	PF01475.22	121	tr|Q7CQY3|Q7CQY3_SALTY	-	150	1.2e-49	167.5	0.2	1	1	7.6e-54	1.5e-49	167.3	0.2	1	121	10	130	10	130	0.99	Ferric uptake regulator family
FUR	PF01475.22	121	tr|Q8NNC4|Q8NNC4_CORGL	-	144	4.2e-35	120.6	0.2	1	1	4.9e-39	4.8e-35	120.4	0.2	2	120	14	132	13	133	0.97	Ferric uptake regulator family
FUR	PF01475.22	121	tr|Q5E6P1|Q5E6P1_ALIF1	-	147	1.4e-47	160.9	0.8	1	1	8.5e-52	1.7e-47	160.7	0.8	1	121	10	130	10	130	0.99	Ferric uptake regulator family
LysR_substrate	PF03466.23	209	tr|Q9I1R1|Q9I1R1_PSEAE	-	315	1.7e-40	138.8	1.6	1	1	2.3e-44	2.3e-40	138.4	1.6	4	206	102	307	99	310	0.97	LysR substrate binding domain
HTH_1	PF00126.30	60	tr|Q9I1R1|Q9I1R1_PSEAE	-	315	3.4e-17	62.3	0.4	1	2	3.5e-21	3.4e-17	62.3	0.4	1	60	16	75	16	75	0.99	Bacterial regulatory helix-turn-helix protein, lysR family
LysR_substrate	PF03466.23	209	tr|M4U7P6|M4U7P6_9XANT	-	313	6.3e-51	172.9	9.3	1	1	9.5e-55	9.3e-51	172.3	9.3	2	205	87	292	86	295	0.95	LysR substrate binding domain
